sticker_id,team_code,number,display_code,player_name,category,page_code,slot_position,section,sticker_type,page_number
00,WP,0,00,Panini Logo,special,we_are_panini,00,We Are Panini,special,1
FWC1,FWC,1,FWC 1,Official Emblem 1,special,fifa_world_cup_2026,FWC1,FIFA World Cup 2026,special,2
FWC2,FWC,2,FWC 2,Official Emblem 2,special,fifa_world_cup_2026,FWC2,FIFA World Cup 2026,special,2
FWC3,FWC,3,FWC 3,Official Mascots,special,fifa_world_cup_2026,FWC3,FIFA World Cup 2026,special,2
FWC4,FWC,4,FWC 4,Official Slogan,special,fifa_world_cup_2026,FWC4,FIFA World Cup 2026,special,2
FWC5,FWC,5,FWC 5,Official Ball,special,fifa_world_cup_2026,FWC5,FIFA World Cup 2026,special,2
FWC6,HCC,6,FWC 6,Canada,special,host_countries_and_cities,FWC6,Host Countries and Cities,special,6
FWC7,HCC,7,FWC 7,Mexico,special,host_countries_and_cities,FWC7,Host Countries and Cities,special,6
FWC8,HCC,8,FWC 8,USA,special,host_countries_and_cities,FWC8,Host Countries and Cities,special,6
MEX_001,MEX,1,MEX 1,Emblem,badge,mex,slot_01,Mexico,player,8
MEX_002,MEX,2,MEX 2,Luis Malagón,player,mex,slot_02,Mexico,player,8
MEX_003,MEX,3,MEX 3,Johan Vasquez,player,mex,slot_03,Mexico,player,8
MEX_004,MEX,4,MEX 4,Jorge Sánchez,player,mex,slot_04,Mexico,player,8
MEX_005,MEX,5,MEX 5,Cesar Montes,player,mex,slot_05,Mexico,player,8
MEX_006,MEX,6,MEX 6,Jesus Gallardo,player,mex,slot_06,Mexico,player,8
MEX_007,MEX,7,MEX 7,Israel Reyes,player,mex,slot_07,Mexico,player,8
MEX_008,MEX,8,MEX 8,Diego Lainez,player,mex,slot_08,Mexico,player,8
MEX_009,MEX,9,MEX 9,Carlos Rodriguez,player,mex,slot_09,Mexico,player,8
MEX_010,MEX,10,MEX 10,Edson Alvarez,player,mex,slot_10,Mexico,player,8
MEX_011,MEX,11,MEX 11,Orbelin Pineda,player,mex,slot_11,Mexico,player,8
MEX_012,MEX,12,MEX 12,Marcel Ruiz,player,mex,slot_12,Mexico,player,8
MEX_013,MEX,13,MEX 13,Team Photo,team_photo,mex,slot_13,Mexico,player,8
MEX_014,MEX,14,MEX 14,Érick Sánchez,player,mex,slot_14,Mexico,player,8
MEX_015,MEX,15,MEX 15,Hirving Lozano,player,mex,slot_15,Mexico,player,8
MEX_016,MEX,16,MEX 16,Santiago Giménez,player,mex,slot_16,Mexico,player,8
MEX_017,MEX,17,MEX 17,Raúl Jiménez,player,mex,slot_17,Mexico,player,8
MEX_018,MEX,18,MEX 18,Alexis Vega,player,mex,slot_18,Mexico,player,8
MEX_019,MEX,19,MEX 19,Roberto Alvarado,player,mex,slot_19,Mexico,player,8
MEX_020,MEX,20,MEX 20,Cesar Huerta,player,mex,slot_20,Mexico,player,8
RSA_001,RSA,1,RSA 1,Emblem,badge,rsa,slot_01,South Africa,player,10
RSA_002,RSA,2,RSA 2,Ronwen Williams,player,rsa,slot_02,South Africa,player,10
RSA_003,RSA,3,RSA 3,Sipho Chaine,player,rsa,slot_03,South Africa,player,10
RSA_004,RSA,4,RSA 4,Aubrey Modiba,player,rsa,slot_04,South Africa,player,10
RSA_005,RSA,5,RSA 5,Samukele Kabini,player,rsa,slot_05,South Africa,player,10
RSA_006,RSA,6,RSA 6,Mbekezeli Mbokazi,player,rsa,slot_06,South Africa,player,10
RSA_007,RSA,7,RSA 7,Khulumani Ndamane,player,rsa,slot_07,South Africa,player,10
RSA_008,RSA,8,RSA 8,Siyabonga Ngezana,player,rsa,slot_08,South Africa,player,10
RSA_009,RSA,9,RSA 9,Khuliso Mudau,player,rsa,slot_09,South Africa,player,10
RSA_010,RSA,10,RSA 10,Nkosinathi Sibisi,player,rsa,slot_10,South Africa,player,10
RSA_011,RSA,11,RSA 11,Teboho Mokoena,player,rsa,slot_11,South Africa,player,10
RSA_012,RSA,12,RSA 12,Thalente Mbatha,player,rsa,slot_12,South Africa,player,10
RSA_013,RSA,13,RSA 13,Team Photo,team_photo,rsa,slot_13,South Africa,player,10
RSA_014,RSA,14,RSA 14,Bathusi Aubaas,player,rsa,slot_14,South Africa,player,10
RSA_015,RSA,15,RSA 15,Yaya Sithole,player,rsa,slot_15,South Africa,player,10
RSA_016,RSA,16,RSA 16,Sipho Mbule,player,rsa,slot_16,South Africa,player,10
RSA_017,RSA,17,RSA 17,Lyle Foster,player,rsa,slot_17,South Africa,player,10
RSA_018,RSA,18,RSA 18,Iqraam Rayners,player,rsa,slot_18,South Africa,player,10
RSA_019,RSA,19,RSA 19,Mohau Nkota,player,rsa,slot_19,South Africa,player,10
RSA_020,RSA,20,RSA 20,Oswin Appollis,player,rsa,slot_20,South Africa,player,10
KOR_001,KOR,1,KOR 1,Emblem,badge,kor,slot_01,South Korea,player,12
KOR_002,KOR,2,KOR 2,Hyeon-woo Jo,player,kor,slot_02,South Korea,player,12
KOR_003,KOR,3,KOR 3,Seung-Gyu Kim,player,kor,slot_03,South Korea,player,12
KOR_004,KOR,4,KOR 4,Min-jae Kim,player,kor,slot_04,South Korea,player,12
KOR_005,KOR,5,KOR 5,Yu-min Cho,player,kor,slot_05,South Korea,player,12
KOR_006,KOR,6,KOR 6,Young-woo Seol,player,kor,slot_06,South Korea,player,12
KOR_007,KOR,7,KOR 7,Han-beom Lee,player,kor,slot_07,South Korea,player,12
KOR_008,KOR,8,KOR 8,Tae-seok Lee,player,kor,slot_08,South Korea,player,12
KOR_009,KOR,9,KOR 9,Myung-jae Lee,player,kor,slot_09,South Korea,player,12
KOR_010,KOR,10,KOR 10,Jae-sung Lee,player,kor,slot_10,South Korea,player,12
KOR_011,KOR,11,KOR 11,In-beom Hwang,player,kor,slot_11,South Korea,player,12
KOR_012,KOR,12,KOR 12,Kang-in Lee,player,kor,slot_12,South Korea,player,12
KOR_013,KOR,13,KOR 13,Team Photo,team_photo,kor,slot_13,South Korea,player,12
KOR_014,KOR,14,KOR 14,Seung-ho Paik,player,kor,slot_14,South Korea,player,12
KOR_015,KOR,15,KOR 15,Jens Castrop,player,kor,slot_15,South Korea,player,12
KOR_016,KOR,16,KOR 16,Dongg-yeong Lee,player,kor,slot_16,South Korea,player,12
KOR_017,KOR,17,KOR 17,Gue-sung Cho,player,kor,slot_17,South Korea,player,12
KOR_018,KOR,18,KOR 18,Heung-min Son,player,kor,slot_18,South Korea,player,12
KOR_019,KOR,19,KOR 19,Hee-chan Hwang,player,kor,slot_19,South Korea,player,12
KOR_020,KOR,20,KOR 20,Hyeon-Gyu Oh,player,kor,slot_20,South Korea,player,12
CZE_001,CZE,1,CZE 1,Emblem,badge,cze,slot_01,Czechia,player,14
CZE_002,CZE,2,CZE 2,Matej Kovar,player,cze,slot_02,Czechia,player,14
CZE_003,CZE,3,CZE 3,Jindrich Stanek,player,cze,slot_03,Czechia,player,14
CZE_004,CZE,4,CZE 4,Ladislav Krejci,player,cze,slot_04,Czechia,player,14
CZE_005,CZE,5,CZE 5,Vladimir Coufal,player,cze,slot_05,Czechia,player,14
CZE_006,CZE,6,CZE 6,Jaroslav Zeleny,player,cze,slot_06,Czechia,player,14
CZE_007,CZE,7,CZE 7,Tomas Holes,player,cze,slot_07,Czechia,player,14
CZE_008,CZE,8,CZE 8,David Zima,player,cze,slot_08,Czechia,player,14
CZE_009,CZE,9,CZE 9,Michal Sadilek,player,cze,slot_09,Czechia,player,14
CZE_010,CZE,10,CZE 10,Lukas Provod,player,cze,slot_10,Czechia,player,14
CZE_011,CZE,11,CZE 11,Lukas Cerv,player,cze,slot_11,Czechia,player,14
CZE_012,CZE,12,CZE 12,Tomas Soucek,player,cze,slot_12,Czechia,player,14
CZE_013,CZE,13,CZE 13,Team Photo,team_photo,cze,slot_13,Czechia,player,14
CZE_014,CZE,14,CZE 14,Pavel Sulc,player,cze,slot_14,Czechia,player,14
CZE_015,CZE,15,CZE 15,Matej Vydra,player,cze,slot_15,Czechia,player,14
CZE_016,CZE,16,CZE 16,Vasil Kusej,player,cze,slot_16,Czechia,player,14
CZE_017,CZE,17,CZE 17,Tomas Chory,player,cze,slot_17,Czechia,player,14
CZE_018,CZE,18,CZE 18,Vaclav Cerny,player,cze,slot_18,Czechia,player,14
CZE_019,CZE,19,CZE 19,Adam Hlozek,player,cze,slot_19,Czechia,player,14
CZE_020,CZE,20,CZE 20,Patrik Schick,player,cze,slot_20,Czechia,player,14
CAN_001,CAN,1,CAN 1,Emblem,badge,can,slot_01,Canada,player,16
CAN_002,CAN,2,CAN 2,Dayne St.Clair,player,can,slot_02,Canada,player,16
CAN_003,CAN,3,CAN 3,Alphonso Davies,player,can,slot_03,Canada,player,16
CAN_004,CAN,4,CAN 4,Alistair Johnston,player,can,slot_04,Canada,player,16
CAN_005,CAN,5,CAN 5,Samuel Adekugbe,player,can,slot_05,Canada,player,16
CAN_006,CAN,6,CAN 6,Richie Laryea,player,can,slot_06,Canada,player,16
CAN_007,CAN,7,CAN 7,Derek Cornelius,player,can,slot_07,Canada,player,16
CAN_008,CAN,8,CAN 8,Moïse Bombito,player,can,slot_08,Canada,player,16
CAN_009,CAN,9,CAN 9,Kamal Miller,player,can,slot_09,Canada,player,16
CAN_010,CAN,10,CAN 10,Stephen Eustáquio,player,can,slot_10,Canada,player,16
CAN_011,CAN,11,CAN 11,Ismaël Koné,player,can,slot_11,Canada,player,16
CAN_012,CAN,12,CAN 12,Jonathan Osorio,player,can,slot_12,Canada,player,16
CAN_013,CAN,13,CAN 13,Team Photo,team_photo,can,slot_13,Canada,player,16
CAN_014,CAN,14,CAN 14,Jacob Shaffelburg,player,can,slot_14,Canada,player,16
CAN_015,CAN,15,CAN 15,Mathieu Choinière,player,can,slot_15,Canada,player,16
CAN_016,CAN,16,CAN 16,Niko Sigur,player,can,slot_16,Canada,player,16
CAN_017,CAN,17,CAN 17,Tajon Buchanan,player,can,slot_17,Canada,player,16
CAN_018,CAN,18,CAN 18,Liam Millar,player,can,slot_18,Canada,player,16
CAN_019,CAN,19,CAN 19,Cyle Larin,player,can,slot_19,Canada,player,16
CAN_020,CAN,20,CAN 20,Jonathan David,player,can,slot_20,Canada,player,16
BIH_001,BIH,1,BIH 1,Emblem,badge,bih,slot_01,Bosnia and Herzegovina,player,18
BIH_002,BIH,2,BIH 2,Nikola Vasilj,player,bih,slot_02,Bosnia and Herzegovina,player,18
BIH_003,BIH,3,BIH 3,Amer Dedic,player,bih,slot_03,Bosnia and Herzegovina,player,18
BIH_004,BIH,4,BIH 4,Sead Kolasinac,player,bih,slot_04,Bosnia and Herzegovina,player,18
BIH_005,BIH,5,BIH 5,Tarik Muharemovic,player,bih,slot_05,Bosnia and Herzegovina,player,18
BIH_006,BIH,6,BIH 6,Nihad Mujakic,player,bih,slot_06,Bosnia and Herzegovina,player,18
BIH_007,BIH,7,BIH 7,Nikola Katic,player,bih,slot_07,Bosnia and Herzegovina,player,18
BIH_008,BIH,8,BIH 8,Amir Hadziahmetovic,player,bih,slot_08,Bosnia and Herzegovina,player,18
BIH_009,BIH,9,BIH 9,Benjamin Tahirovic,player,bih,slot_09,Bosnia and Herzegovina,player,18
BIH_010,BIH,10,BIH 10,Armin Gigovic,player,bih,slot_10,Bosnia and Herzegovina,player,18
BIH_011,BIH,11,BIH 11,Ivan Sunjic,player,bih,slot_11,Bosnia and Herzegovina,player,18
BIH_012,BIH,12,BIH 12,Ivan Basic,player,bih,slot_12,Bosnia and Herzegovina,player,18
BIH_013,BIH,13,BIH 13,Team Photo,team_photo,bih,slot_13,Bosnia and Herzegovina,player,18
BIH_014,BIH,14,BIH 14,Dzenis Burnic,player,bih,slot_14,Bosnia and Herzegovina,player,18
BIH_015,BIH,15,BIH 15,Esmir Bajraktarevic,player,bih,slot_15,Bosnia and Herzegovina,player,18
BIH_016,BIH,16,BIH 16,Amar Memic,player,bih,slot_16,Bosnia and Herzegovina,player,18
BIH_017,BIH,17,BIH 17,Ermedin Demirovic,player,bih,slot_17,Bosnia and Herzegovina,player,18
BIH_018,BIH,18,BIH 18,Edin Dzeko,player,bih,slot_18,Bosnia and Herzegovina,player,18
BIH_019,BIH,19,BIH 19,Samed Bazdar,player,bih,slot_19,Bosnia and Herzegovina,player,18
BIH_020,BIH,20,BIH 20,Haris Tabakovic,player,bih,slot_20,Bosnia and Herzegovina,player,18
QAT_001,QAT,1,QAT 1,Emblem,badge,qat,slot_01,Qatar,player,20
QAT_002,QAT,2,QAT 2,Meshaal Barsham,player,qat,slot_02,Qatar,player,20
QAT_003,QAT,3,QAT 3,Sultan Albrake,player,qat,slot_03,Qatar,player,20
QAT_004,QAT,4,QAT 4,Lucas Mendes,player,qat,slot_04,Qatar,player,20
QAT_005,QAT,5,QAT 5,Homam Ahmed,player,qat,slot_05,Qatar,player,20
QAT_006,QAT,6,QAT 6,Boualem Khoukhi,player,qat,slot_06,Qatar,player,20
QAT_007,QAT,7,QAT 7,Pedro Miguel,player,qat,slot_07,Qatar,player,20
QAT_008,QAT,8,QAT 8,Tarek Salman,player,qat,slot_08,Qatar,player,20
QAT_009,QAT,9,QAT 9,Mohamed Al-Mannai,player,qat,slot_09,Qatar,player,20
QAT_010,QAT,10,QAT 10,Karim Boudiaf,player,qat,slot_10,Qatar,player,20
QAT_011,QAT,11,QAT 11,Assim Madibo,player,qat,slot_11,Qatar,player,20
QAT_012,QAT,12,QAT 12,Ahmed Fatehi,player,qat,slot_12,Qatar,player,20
QAT_013,QAT,13,QAT 13,Team Photo,team_photo,qat,slot_13,Qatar,player,20
QAT_014,QAT,14,QAT 14,Mohammed Waad,player,qat,slot_14,Qatar,player,20
QAT_015,QAT,15,QAT 15,Abdulaziz Hatem,player,qat,slot_15,Qatar,player,20
QAT_016,QAT,16,QAT 16,Hassan Al-Haydos,player,qat,slot_16,Qatar,player,20
QAT_017,QAT,17,QAT 17,Edmilson Junior,player,qat,slot_17,Qatar,player,20
QAT_018,QAT,18,QAT 18,Akram Hassan Afif,player,qat,slot_18,Qatar,player,20
QAT_019,QAT,19,QAT 19,Ahmed Al Ganehi,player,qat,slot_19,Qatar,player,20
QAT_020,QAT,20,QAT 20,Almoez Ali,player,qat,slot_20,Qatar,player,20
SUI_001,SUI,1,SUI 1,Emblem,badge,sui,slot_01,Switzerland,player,22
SUI_002,SUI,2,SUI 2,Gregor Kobel,player,sui,slot_02,Switzerland,player,22
SUI_003,SUI,3,SUI 3,Yvon Mvogo,player,sui,slot_03,Switzerland,player,22
SUI_004,SUI,4,SUI 4,Manuel Akanji,player,sui,slot_04,Switzerland,player,22
SUI_005,SUI,5,SUI 5,Ricardo Rodriguez,player,sui,slot_05,Switzerland,player,22
SUI_006,SUI,6,SUI 6,Nico Elvedi,player,sui,slot_06,Switzerland,player,22
SUI_007,SUI,7,SUI 7,Aurèle Amenda,player,sui,slot_07,Switzerland,player,22
SUI_008,SUI,8,SUI 8,Silvan Widmer,player,sui,slot_08,Switzerland,player,22
SUI_009,SUI,9,SUI 9,Granit Xhaka,player,sui,slot_09,Switzerland,player,22
SUI_010,SUI,10,SUI 10,Denis Zakaria,player,sui,slot_10,Switzerland,player,22
SUI_011,SUI,11,SUI 11,Remo Freuler,player,sui,slot_11,Switzerland,player,22
SUI_012,SUI,12,SUI 12,Fabian Rieder,player,sui,slot_12,Switzerland,player,22
SUI_013,SUI,13,SUI 13,Team Photo,team_photo,sui,slot_13,Switzerland,player,22
SUI_014,SUI,14,SUI 14,Ardon Jashari,player,sui,slot_14,Switzerland,player,22
SUI_015,SUI,15,SUI 15,Johan Manzambi,player,sui,slot_15,Switzerland,player,22
SUI_016,SUI,16,SUI 16,Michel Aebischer,player,sui,slot_16,Switzerland,player,22
SUI_017,SUI,17,SUI 17,Breel Embolo,player,sui,slot_17,Switzerland,player,22
SUI_018,SUI,18,SUI 18,Ruben Vargas,player,sui,slot_18,Switzerland,player,22
SUI_019,SUI,19,SUI 19,Dan Ndoye,player,sui,slot_19,Switzerland,player,22
SUI_020,SUI,20,SUI 20,Zeki Amdouni,player,sui,slot_20,Switzerland,player,22
BRA_001,BRA,1,BRA 1,Emblem,badge,bra,slot_01,Brazil,player,24
BRA_002,BRA,2,BRA 2,Alisson,player,bra,slot_02,Brazil,player,24
BRA_003,BRA,3,BRA 3,Bento,player,bra,slot_03,Brazil,player,24
BRA_004,BRA,4,BRA 4,Marquinhos,player,bra,slot_04,Brazil,player,24
BRA_005,BRA,5,BRA 5,Éder Militão,player,bra,slot_05,Brazil,player,24
BRA_006,BRA,6,BRA 6,Gabriel Magalhães,player,bra,slot_06,Brazil,player,24
BRA_007,BRA,7,BRA 7,Danilo,player,bra,slot_07,Brazil,player,24
BRA_008,BRA,8,BRA 8,Wesley,player,bra,slot_08,Brazil,player,24
BRA_009,BRA,9,BRA 9,Lucas Paquetá,player,bra,slot_09,Brazil,player,24
BRA_010,BRA,10,BRA 10,Casemiro,player,bra,slot_10,Brazil,player,24
BRA_011,BRA,11,BRA 11,Bruno Guimarães,player,bra,slot_11,Brazil,player,24
BRA_012,BRA,12,BRA 12,Luiz Henrique,player,bra,slot_12,Brazil,player,24
BRA_013,BRA,13,BRA 13,Team Photo,team_photo,bra,slot_13,Brazil,player,24
BRA_014,BRA,14,BRA 14,Vinicius Júnior,player,bra,slot_14,Brazil,player,24
BRA_015,BRA,15,BRA 15,Rodrygo,player,bra,slot_15,Brazil,player,24
BRA_016,BRA,16,BRA 16,João Pedro,player,bra,slot_16,Brazil,player,24
BRA_017,BRA,17,BRA 17,Matheus Cunha,player,bra,slot_17,Brazil,player,24
BRA_018,BRA,18,BRA 18,Gabriel Martinelli,player,bra,slot_18,Brazil,player,24
BRA_019,BRA,19,BRA 19,Raphinha,player,bra,slot_19,Brazil,player,24
BRA_020,BRA,20,BRA 20,Estévão,player,bra,slot_20,Brazil,player,24
MAR_001,MAR,1,MAR 1,Emblem,badge,mar,slot_01,Morocco,player,26
MAR_002,MAR,2,MAR 2,Yassine Bounou,player,mar,slot_02,Morocco,player,26
MAR_003,MAR,3,MAR 3,Munir El Kajoui,player,mar,slot_03,Morocco,player,26
MAR_004,MAR,4,MAR 4,Achraf Hakimi,player,mar,slot_04,Morocco,player,26
MAR_005,MAR,5,MAR 5,Noussair Mazraoui,player,mar,slot_05,Morocco,player,26
MAR_006,MAR,6,MAR 6,Nayef Aguerd,player,mar,slot_06,Morocco,player,26
MAR_007,MAR,7,MAR 7,Romain Saïss,player,mar,slot_07,Morocco,player,26
MAR_008,MAR,8,MAR 8,Jawad El Yamiq,player,mar,slot_08,Morocco,player,26
MAR_009,MAR,9,MAR 9,Adam Masina,player,mar,slot_09,Morocco,player,26
MAR_010,MAR,10,MAR 10,Sofyan Amrabat,player,mar,slot_10,Morocco,player,26
MAR_011,MAR,11,MAR 11,Azzedine Ounahi,player,mar,slot_11,Morocco,player,26
MAR_012,MAR,12,MAR 12,Eliesse Ben Seghir,player,mar,slot_12,Morocco,player,26
MAR_013,MAR,13,MAR 13,Team Photo,team_photo,mar,slot_13,Morocco,player,26
MAR_014,MAR,14,MAR 14,Bilal El Khannouss,player,mar,slot_14,Morocco,player,26
MAR_015,MAR,15,MAR 15,Ismael Saibari,player,mar,slot_15,Morocco,player,26
MAR_016,MAR,16,MAR 16,Youssef En-Nesyri,player,mar,slot_16,Morocco,player,26
MAR_017,MAR,17,MAR 17,Abde Ezzalzouli,player,mar,slot_17,Morocco,player,26
MAR_018,MAR,18,MAR 18,Soufiane Rahimi,player,mar,slot_18,Morocco,player,26
MAR_019,MAR,19,MAR 19,Brahim Diaz,player,mar,slot_19,Morocco,player,26
MAR_020,MAR,20,MAR 20,Ayoub El Kaabi,player,mar,slot_20,Morocco,player,26
HAI_001,HAI,1,HAI 1,Emblem,badge,hai,slot_01,Haiti,player,28
HAI_002,HAI,2,HAI 2,Johny Placide,player,hai,slot_02,Haiti,player,28
HAI_003,HAI,3,HAI 3,Carlens Arcus,player,hai,slot_03,Haiti,player,28
HAI_004,HAI,4,HAI 4,Martin Expérience,player,hai,slot_04,Haiti,player,28
HAI_005,HAI,5,HAI 5,Jean-Kevin Duverne,player,hai,slot_05,Haiti,player,28
HAI_006,HAI,6,HAI 6,Ricardo Adé,player,hai,slot_06,Haiti,player,28
HAI_007,HAI,7,HAI 7,Duke Lacroix,player,hai,slot_07,Haiti,player,28
HAI_008,HAI,8,HAI 8,Garven Metusala,player,hai,slot_08,Haiti,player,28
HAI_009,HAI,9,HAI 9,Hannes Delcroix,player,hai,slot_09,Haiti,player,28
HAI_010,HAI,10,HAI 10,Leverton Pierre,player,hai,slot_10,Haiti,player,28
HAI_011,HAI,11,HAI 11,Danley Jean Jacques,player,hai,slot_11,Haiti,player,28
HAI_012,HAI,12,HAI 12,Jean-Ricner Bellegarde,player,hai,slot_12,Haiti,player,28
HAI_013,HAI,13,HAI 13,Team Photo,team_photo,hai,slot_13,Haiti,player,28
HAI_014,HAI,14,HAI 14,Christopher Attys,player,hai,slot_14,Haiti,player,28
HAI_015,HAI,15,HAI 15,Derrick Etienne Jr,player,hai,slot_15,Haiti,player,28
HAI_016,HAI,16,HAI 16,Josue Casimir,player,hai,slot_16,Haiti,player,28
HAI_017,HAI,17,HAI 17,Ruben Providence,player,hai,slot_17,Haiti,player,28
HAI_018,HAI,18,HAI 18,Duckens Nazon,player,hai,slot_18,Haiti,player,28
HAI_019,HAI,19,HAI 19,Louicius Deedson,player,hai,slot_19,Haiti,player,28
HAI_020,HAI,20,HAI 20,Frantzdy Pierrot,player,hai,slot_20,Haiti,player,28
SCO_001,SCO,1,SCO 1,Emblem,badge,sco,slot_01,Scotland,player,30
SCO_002,SCO,2,SCO 2,Angus Gunn,player,sco,slot_02,Scotland,player,30
SCO_003,SCO,3,SCO 3,Jack Hendry,player,sco,slot_03,Scotland,player,30
SCO_004,SCO,4,SCO 4,Kieran Tierney,player,sco,slot_04,Scotland,player,30
SCO_005,SCO,5,SCO 5,Aaron Hickey,player,sco,slot_05,Scotland,player,30
SCO_006,SCO,6,SCO 6,Andrew Robertson,player,sco,slot_06,Scotland,player,30
SCO_007,SCO,7,SCO 7,Scott McKenna,player,sco,slot_07,Scotland,player,30
SCO_008,SCO,8,SCO 8,John Souttar,player,sco,slot_08,Scotland,player,30
SCO_009,SCO,9,SCO 9,Anthony Ralston,player,sco,slot_09,Scotland,player,30
SCO_010,SCO,10,SCO 10,Grant Hanley,player,sco,slot_10,Scotland,player,30
SCO_011,SCO,11,SCO 11,Scott McTominay,player,sco,slot_11,Scotland,player,30
SCO_012,SCO,12,SCO 12,Billy Gilmour,player,sco,slot_12,Scotland,player,30
SCO_013,SCO,13,SCO 13,Team Photo,team_photo,sco,slot_13,Scotland,player,30
SCO_014,SCO,14,SCO 14,Lewis Ferguson,player,sco,slot_14,Scotland,player,30
SCO_015,SCO,15,SCO 15,Ryan Christie,player,sco,slot_15,Scotland,player,30
SCO_016,SCO,16,SCO 16,Kenny McLean,player,sco,slot_16,Scotland,player,30
SCO_017,SCO,17,SCO 17,John McGinn,player,sco,slot_17,Scotland,player,30
SCO_018,SCO,18,SCO 18,Lyndon Dykes,player,sco,slot_18,Scotland,player,30
SCO_019,SCO,19,SCO 19,Che Adams,player,sco,slot_19,Scotland,player,30
SCO_020,SCO,20,SCO 20,Ben Gannon-Doak,player,sco,slot_20,Scotland,player,30
USA_001,USA,1,USA 1,Emblem,badge,usa,slot_01,USA,player,32
USA_002,USA,2,USA 2,Matt Freese,player,usa,slot_02,USA,player,32
USA_003,USA,3,USA 3,Chris Richards,player,usa,slot_03,USA,player,32
USA_004,USA,4,USA 4,Tim Ream,player,usa,slot_04,USA,player,32
USA_005,USA,5,USA 5,Mark McKenzie,player,usa,slot_05,USA,player,32
USA_006,USA,6,USA 6,Alex Freeman,player,usa,slot_06,USA,player,32
USA_007,USA,7,USA 7,Antonee Robinson,player,usa,slot_07,USA,player,32
USA_008,USA,8,USA 8,Tyler Adams,player,usa,slot_08,USA,player,32
USA_009,USA,9,USA 9,Tanner Tessmann,player,usa,slot_09,USA,player,32
USA_010,USA,10,USA 10,Weston McKenny,player,usa,slot_10,USA,player,32
USA_011,USA,11,USA 11,Christian Roldan,player,usa,slot_11,USA,player,32
USA_012,USA,12,USA 12,Timothy Weah,player,usa,slot_12,USA,player,32
USA_013,USA,13,USA 13,Team Photo,team_photo,usa,slot_13,USA,player,32
USA_014,USA,14,USA 14,Diego Luna,player,usa,slot_14,USA,player,32
USA_015,USA,15,USA 15,Malik Tillman,player,usa,slot_15,USA,player,32
USA_016,USA,16,USA 16,Christian Pulisic,player,usa,slot_16,USA,player,32
USA_017,USA,17,USA 17,Brenden Aaronson,player,usa,slot_17,USA,player,32
USA_018,USA,18,USA 18,Ricardo Pepi,player,usa,slot_18,USA,player,32
USA_019,USA,19,USA 19,Haji Wright,player,usa,slot_19,USA,player,32
USA_020,USA,20,USA 20,Folarin Balogun,player,usa,slot_20,USA,player,32
PAR_001,PAR,1,PAR 1,Emblem,badge,par,slot_01,Paraguay,player,34
PAR_002,PAR,2,PAR 2,Roberto Fernandez,player,par,slot_02,Paraguay,player,34
PAR_003,PAR,3,PAR 3,Orlando Gill,player,par,slot_03,Paraguay,player,34
PAR_004,PAR,4,PAR 4,Gustavo Gomez,player,par,slot_04,Paraguay,player,34
PAR_005,PAR,5,PAR 5,Fabián Balbuena,player,par,slot_05,Paraguay,player,34
PAR_006,PAR,6,PAR 6,Juan José Cáceres,player,par,slot_06,Paraguay,player,34
PAR_007,PAR,7,PAR 7,Omar Alderete,player,par,slot_07,Paraguay,player,34
PAR_008,PAR,8,PAR 8,Junior Alonso,player,par,slot_08,Paraguay,player,34
PAR_009,PAR,9,PAR 9,Mathías Villasanti,player,par,slot_09,Paraguay,player,34
PAR_010,PAR,10,PAR 10,Diego Gomez,player,par,slot_10,Paraguay,player,34
PAR_011,PAR,11,PAR 11,Damián Bobadilla,player,par,slot_11,Paraguay,player,34
PAR_012,PAR,12,PAR 12,Andres Cubas,player,par,slot_12,Paraguay,player,34
PAR_013,PAR,13,PAR 13,Team Photo,team_photo,par,slot_13,Paraguay,player,34
PAR_014,PAR,14,PAR 14,Matias Galarza Fonda,player,par,slot_14,Paraguay,player,34
PAR_015,PAR,15,PAR 15,Julio Enciso,player,par,slot_15,Paraguay,player,34
PAR_016,PAR,16,PAR 16,Alejandro Romero Gamarra,player,par,slot_16,Paraguay,player,34
PAR_017,PAR,17,PAR 17,Miguel Almirón,player,par,slot_17,Paraguay,player,34
PAR_018,PAR,18,PAR 18,Ramon Sosa,player,par,slot_18,Paraguay,player,34
PAR_019,PAR,19,PAR 19,Angel Romero,player,par,slot_19,Paraguay,player,34
PAR_020,PAR,20,PAR 20,Antonio Sanabria,player,par,slot_20,Paraguay,player,34
AUS_001,AUS,1,AUS 1,Emblem,badge,aus,slot_01,Australia,player,36
AUS_002,AUS,2,AUS 2,Mathew Ryan,player,aus,slot_02,Australia,player,36
AUS_003,AUS,3,AUS 3,Joe Gauci,player,aus,slot_03,Australia,player,36
AUS_004,AUS,4,AUS 4,Harry Souttar,player,aus,slot_04,Australia,player,36
AUS_005,AUS,5,AUS 5,Alessandro Circati,player,aus,slot_05,Australia,player,36
AUS_006,AUS,6,AUS 6,Jordan Bos,player,aus,slot_06,Australia,player,36
AUS_007,AUS,7,AUS 7,Aziz Behich,player,aus,slot_07,Australia,player,36
AUS_008,AUS,8,AUS 8,Cameron Burgess,player,aus,slot_08,Australia,player,36
AUS_009,AUS,9,AUS 9,Lewis Miller,player,aus,slot_09,Australia,player,36
AUS_010,AUS,10,AUS 10,Milos Degenek,player,aus,slot_10,Australia,player,36
AUS_011,AUS,11,AUS 11,Jackson Irvine,player,aus,slot_11,Australia,player,36
